,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
0,roT-M9epcHDOGjYgGmWpoA,ras-plant-based-brooklyn,Ras Plant Based,https://s3-media4.fl.yelpcdn.com/bphoto/MjF2oeWNHPQKrpYt3lLwVw/o.jpg,FALSE,https://www.yelp.com/biz/ras-plant-based-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,71,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegan', 'title': 'Vegan'}]",5,"{'latitude': 40.67341, 'longitude': -73.956712}","['delivery', 'pickup']","{'address1': '739 Franklin Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['739 Franklin Ave', 'Brooklyn, NY 11238']}",17186226220,(718) 622-6220,2761.009953,
1,NPmqKZzKxwEXCZQZL7viHA,ghenet-brooklyn-brooklyn,Ghenet Brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/vKP2seg2qOv7it0uwjPkPw/o.jpg,FALSE,https://www.yelp.com/biz/ghenet-brooklyn-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,496,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.6791399, 'longitude': -73.98153}","['delivery', 'pickup']","{'address1': '348 Douglass St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['348 Douglass St', 'Brooklyn, NY 11217']}",17182304475,(718) 230-4475,4640.69429,$$
2,ECk9dN7IVQvueTCoGO6gCA,akwaaba-restaurant-brooklyn,AKWAABA RESTAURANT,https://s3-media3.fl.yelpcdn.com/bphoto/U0cqXbmQqr2M6qigiW-U7Q/o.jpg,FALSE,https://www.yelp.com/biz/akwaaba-restaurant-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,16,"[{'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.655952, 'longitude': -73.953308}",[],"{'address1': '604 Parkside Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['604 Parkside Ave', 'Brooklyn, NY 11226']}",13479852588,(347) 985-2588,1248.948701,$$
3,Bo1eW6NCzOMuxIyu6CzutQ,brooklyn-suya-brooklyn-2,Brooklyn Suya,https://s3-media4.fl.yelpcdn.com/bphoto/MK7bCtJjtzId-YREx-7w_A/o.jpg,FALSE,https://www.yelp.com/biz/brooklyn-suya-brooklyn-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,65,"[{'alias': 'african', 'title': 'African'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,"{'latitude': 40.67402, 'longitude': -73.95661}","['delivery', 'pickup']","{'address1': '717 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['717 Franklin Ave', 'Brooklyn, NY 11216']}",17185130122,(718) 513-0122,2815.144768,$$
4,FdB6KDTEmX8HvomPwySAHg,joloff-restaurant-brooklyn,Joloff Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/n9NXWl4uPcRjbtJC1_psKg/o.jpg,FALSE,https://www.yelp.com/biz/joloff-restaurant-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,191,"[{'alias': 'senegalese', 'title': 'Senegalese'}, {'alias': 'halal', 'title': 'Halal'}]",4,"{'latitude': 40.6841, 'longitude': -73.95422}","['delivery', 'pickup']","{'address1': '1168 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1168 Bedford Ave', 'Brooklyn, NY 11216']}",17182300523,(718) 230-0523,3755.893399,$$
5,l4fwf8VwAokv3MWT45Ab7g,bunna-cafe-brooklyn,Bunna Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/jGKIcCZ2lx23kKX2YRug7g/o.jpg,FALSE,https://www.yelp.com/biz/bunna-cafe-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,629,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.705042, 'longitude': -73.928078}","['delivery', 'pickup']","{'address1': '1084 Flushing Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['1084 Flushing Ave', 'Brooklyn, NY 11237']}",13472952227,(347) 295-2227,5938.015893,$$
6,YJ05uT-i4-pTUB_y1an6zw,awash-brooklyn-brooklyn-5,Awash Brooklyn,https://s3-media1.fl.yelpcdn.com/bphoto/e_16iI66wCBiTs8_iiueIA/o.jpg,FALSE,https://www.yelp.com/biz/awash-brooklyn-brooklyn-5?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,190,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.6858, 'longitude': -73.99441}","['delivery', 'pickup']","{'address1': '242 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['242 Court St', 'Brooklyn, NY 11201']}",17182432151,(718) 243-2151,5957.100687,$$
7,r_QEUVdoo8dsKR9fK31w3w,paradis-des-gouts-brooklyn,Paradis Des Gouts,https://s3-media4.fl.yelpcdn.com/bphoto/AD-VB6dzNNXuh4sUYCq4mw/o.jpg,FALSE,https://www.yelp.com/biz/paradis-des-gouts-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,53,"[{'alias': 'african', 'title': 'African'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 40.69333, 'longitude': -73.92931}","['delivery', 'pickup']","{'address1': '1136 Broadway', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1136 Broadway', 'Brooklyn, NY 11221']}",17184434584,(718) 443-4584,4645.028871,$$
8,Ra7TDn3poDX1RGMKMKTcBA,hills-kitchen-brooklyn-2,Hills Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/sEbUu_tw0jJAVyjYcBAd9w/o.jpg,FALSE,https://www.yelp.com/biz/hills-kitchen-brooklyn-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,22,"[{'alias': 'african', 'title': 'African'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'soup', 'title': 'Soup'}]",4,"{'latitude': 40.70253, 'longitude': -73.92513}","['delivery', 'pickup']","{'address1': '252 Knickerbocker Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['252 Knickerbocker Ave', 'Brooklyn, NY 11237']}",19294808775,(929) 480-8775,5700.697832,
9,wSr-7T0yep69hlqCGFuTSA,festac-grill-brooklyn,Festac Grill,https://s3-media3.fl.yelpcdn.com/bphoto/p0x8tbwHp1p6CNFmh_K6tQ/o.jpg,FALSE,https://www.yelp.com/biz/festac-grill-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,24,"[{'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.6757317, 'longitude': -73.8899689}","['delivery', 'pickup']","{'address1': '263 Hendrix St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['263 Hendrix St', 'Brooklyn, NY 11207']}",13476275151,(347) 627-5151,4908.439954,$$
10,dqvNBLqqwgA3iZfRn-Kb6w,the-green-place-nigeria-restaurant-brooklyn,The Green Place Nigeria Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/Lc6BOQjQH0km11_Rn6kHDw/o.jpg,FALSE,https://www.yelp.com/biz/the-green-place-nigeria-restaurant-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,30,"[{'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.677021, 'longitude': -73.911163}",['delivery'],"{'address1': '180 Rockaway Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['180 Rockaway Ave', 'Brooklyn, NY 11233']}",13477852738,(347) 785-2738,3634.220758,$$
11,_sipbeIM-EtR4cIzleEUhg,cafe-rue-dix-brooklyn,Cafe Rue Dix,https://s3-media3.fl.yelpcdn.com/bphoto/PdETQUixQGCe54eXuv3iMA/o.jpg,FALSE,https://www.yelp.com/biz/cafe-rue-dix-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,366,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'senegalese', 'title': 'Senegalese'}]",4,"{'latitude': 40.6740232907878, 'longitude': -73.9538387930572}","['delivery', 'pickup']","{'address1': '1451 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1451 Bedford Ave', 'Brooklyn, NY 11216']}",19292342543,(929) 234-2543,2703.637355,$$
12,cWzdIJhEDZIjSGDpYGWy3Q,buka-new-york-brooklyn,Buka New York,https://s3-media3.fl.yelpcdn.com/bphoto/IBO_rn4OqQwLfjyJCsSEcQ/o.jpg,FALSE,https://www.yelp.com/biz/buka-new-york-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,253,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'african', 'title': 'African'}, {'alias': 'halal', 'title': 'Halal'}]",3,"{'latitude': 40.68242, 'longitude': -73.96301}","['delivery', 'pickup']","{'address1': '946 Fulton St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['946 Fulton St', 'Brooklyn, NY 11238']}",13477630619,(347) 763-0619,3884.018898,$$
13,Rb0wYM83GifC-P1Rqd23Bg,hadja-marley-brooklyn,Hadja Marley,https://s3-media3.fl.yelpcdn.com/bphoto/GU0X9nr7DBZPThLqGzDyAQ/o.jpg,FALSE,https://www.yelp.com/biz/hadja-marley-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,7,"[{'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.68147, 'longitude': -73.95611}",[],"{'address1': '1139 Fulton St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['1139 Fulton St', 'Brooklyn, NY 11238']}",17186367422,(718) 636-7422,3532.87627,$
14,TeOmHHAIMgK4X7BnvA_BmQ,adebola-african-restaurant-woodbridge-township-2,Adebola African Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/roZPq28jU46mLMz1vRxIIw/o.jpg,FALSE,https://www.yelp.com/biz/adebola-african-restaurant-woodbridge-township-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,1,"[{'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.55499, 'longitude': -74.30152}","['delivery', 'pickup']","{'address1': '197 Woodbridge Center Dr', 'address2': None, 'address3': '', 'city': 'Woodbridge Township', 'zip_code': '07095', 'country': 'US', 'state': 'NJ', 'display_address': ['197 Woodbridge Center Dr', 'Woodbridge Township, NJ 07095']}",,,32145.33846,
15,4wyPdXX96e0akxvCp268iw,accra-restaurant-new-york,Accra Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/ffrwe76XkIl-lehuQ-Bvcw/o.jpg,FALSE,https://www.yelp.com/biz/accra-restaurant-new-york?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,129,"[{'alias': 'african', 'title': 'African'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'soup', 'title': 'Soup'}]",4,"{'latitude': 40.8079504, 'longitude': -73.9490877}","['delivery', 'pickup']","{'address1': '2065 Adam Clayton Powell Jr Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['2065 Adam Clayton Powell Jr Blvd', 'New York, NY 10027']}",12129327739,(212) 932-7739,17323.55977,$$
16,GjAHO7PA-3Sxg1lkGza4sQ,b-and-b-restaurant-corporation-new-york,B&B Restaurant Corporation,https://s3-media3.fl.yelpcdn.com/bphoto/1K16MSCu2unC9HVUqnhDBA/o.jpg,FALSE,https://www.yelp.com/biz/b-and-b-restaurant-corporation-new-york?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,147,"[{'alias': 'african', 'title': 'African'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",4.5,"{'latitude': 40.7459112, 'longitude': -73.9936086}","['delivery', 'pickup']","{'address1': '165 West 26th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['165 West 26th St', 'New York, NY 10001']}",16464298174,(646) 429-8174,11366.28931,$
17,lAwfazjM5ot64O4A6EAjjQ,le-succulent-brooklyn-2,Le Succulent,https://s3-media1.fl.yelpcdn.com/bphoto/4StjLv6AF0ASwJnPJFh_iQ/o.jpg,FALSE,https://www.yelp.com/biz/le-succulent-brooklyn-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,89,"[{'alias': 'french', 'title': 'French'}, {'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.67356, 'longitude': -73.98247}","['delivery', 'pickup']","{'address1': '291 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['291 5th Ave', 'Brooklyn, NY 11215']}",13472278282,(347) 227-8282,4322.981626,
18,ibxhUQF1m70ymB9lMFG5og,bati-brooklyn-2,Bati,https://s3-media4.fl.yelpcdn.com/bphoto/MnghD_waFAxqH9x04019mQ/o.jpg,FALSE,https://www.yelp.com/biz/bati-brooklyn-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,222,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",3.5,"{'latitude': 40.6865076, 'longitude': -73.9746607}","['delivery', 'pickup']","{'address1': '747 Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['747 Fulton St', 'Brooklyn, NY 11217']}",17187979696,(718) 797-9696,4844.406635,$$
19,lXPQ5iNQjEPxX86D8YLV-w,amarachi-brooklyn-2,Amarachi,https://s3-media1.fl.yelpcdn.com/bphoto/V75vInDaQVfO8Iu2W6HIMQ/o.jpg,FALSE,https://www.yelp.com/biz/amarachi-brooklyn-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,371,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'african', 'title': 'African'}]",3.5,"{'latitude': 40.69803, 'longitude': -73.98482}","['delivery', 'pickup']","{'address1': '189 Bridge St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['189 Bridge St', 'Brooklyn, NY 11201']}",17182221010,(718) 222-1010,6352.922776,$$
20,uwj3FOQ0ucGOxk3vBXaBCg,teranga-new-york-2,Teranga,https://s3-media2.fl.yelpcdn.com/bphoto/hdirer4OT44hO9NmG8V4Zg/o.jpg,FALSE,https://www.yelp.com/biz/teranga-new-york-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,74,"[{'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.796278, 'longitude': -73.949119}","['delivery', 'pickup']","{'address1': '1280 5th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['1280 5th Ave', 'New York, NY 10029']}",16466631935,(646) 663-1935,16017.41851,$$
21,pwarWuPn7Aw_il-epzJEgg,awash-ethiopian-restaurant-new-york-3,Awash Ethiopian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/MTJUXz_vjrh7-qaKIXzyxw/o.jpg,FALSE,https://www.yelp.com/biz/awash-ethiopian-restaurant-new-york-3?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,332,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.72658, 'longitude': -73.98682}","['delivery', 'pickup']","{'address1': '338 E 6th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['338 E 6th St', 'New York, NY 10003']}",12129829589,(212) 982-9589,9173.860629,$$
22,kXnTlyTQ9foQ6KOvn7SYbQ,africana-restaurant-jamaica,Africana Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/7J97ujxHc8WJoFbIA6tZIA/o.jpg,FALSE,https://www.yelp.com/biz/africana-restaurant-jamaica?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,10,"[{'alias': 'african', 'title': 'African'}]",4,"{'latitude': 40.6948099, 'longitude': -73.80568}","['delivery', 'pickup']","{'address1': '146-12 Liberty Ave', 'address2': '', 'address3': '', 'city': 'Jamaica', 'zip_code': '11435', 'country': 'US', 'state': 'NY', 'display_address': ['146-12 Liberty Ave', 'Jamaica, NY 11435']}",17186588501,(718) 658-8501,12220.66478,$$
23,10jVTXpBuF17HfeALDF_NQ,monas-cuisine-staten-island,Monas Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/hLDzFu7bg6BKT-PXRinytA/o.jpg,FALSE,https://www.yelp.com/biz/monas-cuisine-staten-island?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,8,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'african', 'title': 'African'}]",5,"{'latitude': 40.6184136034919, 'longitude': -74.0850521349529}",[],"{'address1': '360 Targee St', 'address2': None, 'address3': '', 'city': 'Staten Island', 'zip_code': '10304', 'country': 'US', 'state': 'NY', 'display_address': ['360 Targee St', 'Staten Island, NY 10304']}",13478253352,(347) 825-3352,12859.17114,
24,qg0pk5UG638g4CRLvbiq7Q,le-baobab-gouygui-2-brooklyn,Le Baobab Gouygui 2,https://s3-media2.fl.yelpcdn.com/bphoto/vWgPm5vEvsy9omgbk_zT5w/o.jpg,FALSE,https://www.yelp.com/biz/le-baobab-gouygui-2-brooklyn?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,30,"[{'alias': 'senegalese', 'title': 'Senegalese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 40.68077, 'longitude': -73.95211}","['delivery', 'pickup']","{'address1': '1235 Fulton St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1235 Fulton St', 'Brooklyn, NY 11216']}",17184844866,(718) 484-4866,3330.224031,$$
25,2tTUnW5filzR3YG-G7rZ0w,benyam-cuisine-new-york,Benyam Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/B1knNZx_nR5aG1scxAUdZQ/o.jpg,FALSE,https://www.yelp.com/biz/benyam-cuisine-new-york?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,127,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",5,"{'latitude': 40.82522, 'longitude': -73.94058}",['delivery'],"{'address1': '2795 Frederick Douglas Blvd', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10039', 'country': 'US', 'state': 'NY', 'display_address': ['2795 Frederick Douglas Blvd', 'New York, NY 10039']}",12125107353,(212) 510-7353,19222.46293,$$
26,RC58AacE9s8VMMCz0boE4A,berber-street-food-new-york-2,Berber Street Food,https://s3-media4.fl.yelpcdn.com/bphoto/3nEC_E4E3ICRRgSSaiJu4w/o.jpg,FALSE,https://www.yelp.com/biz/berber-street-food-new-york-2?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,47,"[{'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.7302376195336, 'longitude': -74.0033399462744}","['delivery', 'pickup']","{'address1': '35 Carmine St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['35 Carmine St', 'New York, NY 10014']}",16468700495,(646) 870-0495,10205.02149,
27,C2E1E0o-ssSrf_dokwxTXg,massawa-new-york,Massawa,https://s3-media3.fl.yelpcdn.com/bphoto/Xfrp9C-QkcKfBrUoBbxbwA/o.jpg,FALSE,https://www.yelp.com/biz/massawa-new-york?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,297,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'african', 'title': 'African'}, {'alias': 'eritrean', 'title': 'Eritrean'}]",4,"{'latitude': 40.8099, 'longitude': -73.95856}","['delivery', 'pickup']","{'address1': '1239 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['1239 Amsterdam Ave', 'New York, NY 10027']}",12126630505,(212) 663-0505,17582.90934,$$
28,sfF432UjmaMdxBQDigUENw,olaides-kitchen-parlin,Olaide's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/uHn8Z5EqQBslc3BPjsMrLw/o.jpg,FALSE,https://www.yelp.com/biz/olaides-kitchen-parlin?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,31,"[{'alias': 'african', 'title': 'African'}]",4.5,"{'latitude': 40.4545282409871, 'longitude': -74.2946314679703}",['delivery'],"{'address1': '499 Ernston Rd', 'address2': None, 'address3': '', 'city': 'Parlin', 'zip_code': '08859', 'country': 'US', 'state': 'NJ', 'display_address': ['499 Ernston Rd', 'Parlin, NJ 08859']}",17329528880,(732) 952-8880,37211.18231,$$
29,r271Tv2uqJtIcghCFRa8BQ,haile-bistro-new-york,Haile Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/dkqvQWWa6moYhJvg0BwNeg/o.jpg,FALSE,https://www.yelp.com/biz/haile-bistro-new-york?adjust_creative=JpdKfokHU6gE_qqoxecpzg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JpdKfokHU6gE_qqoxecpzg,219,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.72783, 'longitude': -73.97951}","['delivery', 'pickup']","{'address1': '182 Ave B', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['182 Ave B', 'New York, NY 10009']}",12126738949,(212) 673-8949,9046.199724,$$